symbol,shares,as_of,source
SAIL,4130525289,2026-07-12,yfinance_fast_info
SAILIFE,212286016,2026-07-12,yfinance_fast_info
SAIPARENT,44179232,2026-07-12,yfinance_fast_info
SAKAR,21949910,2026-07-12,yfinance_fast_info
SAKHTISUG,119017298,2026-07-12,yfinance_fast_info
SAKSOFT,127839193,2026-07-12,yfinance_fast_info
SALASAR,1747950290,2026-07-12,yfinance_fast_info
SALONA,5262400,2026-07-12,yfinance_fast_info
SALZERELEC,17682737,2026-07-12,yfinance_fast_info
SAMBHAAV,191110840,2026-07-12,yfinance_fast_info
SAMBHV,294671429,2026-07-12,yfinance_fast_info
SAMHI,222134736,2026-07-12,yfinance_fast_info
SAMMAANCAP,1148686844,2026-07-12,yfinance_fast_info
SAMPANN,48810000,2026-07-12,yfinance_fast_info
SANATHAN,84404059,2026-07-12,yfinance_fast_info
SANDESH,7569421,2026-07-12,yfinance_fast_info
SANDHAR,60335331,2026-07-12,yfinance_fast_info
SANDUMA,486104814,2026-07-12,yfinance_fast_info
SANGAMIND,49310016,2026-07-12,yfinance_fast_info
SANGHVIMOV,86576000,2026-07-12,yfinance_fast_info
SANOFI,23030622,2026-07-12,yfinance_fast_info
SANOFICONR,23063488,2026-07-12,yfinance_fast_info
SANSERA,62403568,2026-07-12,yfinance_fast_info
SANSTAR,200268407,2026-07-12,yfinance_fast_info
SAPPHIRE,321757988,2026-07-12,yfinance_fast_info
SARDAEN,352381270,2026-07-12,yfinance_fast_info
SAREGAMA,191959490,2026-07-12,yfinance_fast_info
SARLAPOLY,79503000,2026-07-12,yfinance_fast_info
SASKEN,15186471,2026-07-12,yfinance_fast_info
SATIA,100000000,2026-07-12,yfinance_fast_info
SATIN,109988019,2026-07-12,yfinance_fast_info
SAURASHCEM,111287280,2026-07-12,yfinance_fast_info
SAYAJIHOTL,17517977,2026-07-12,yfinance_fast_info
SBC,476190000,2026-07-12,yfinance_fast_info
SBCL,57604200,2026-07-12,yfinance_fast_info
SBFC,1106597273,2026-07-12,yfinance_fast_info
SBGLP,173416440,2026-07-12,yfinance_fast_info
SBICARD,951614508,2026-07-12,yfinance_fast_info
SBILIFE,1003261050,2026-07-12,yfinance_fast_info
SBIN,9230617586,2026-07-12,yfinance_fast_info
SCHAEFFLER,156303670,2026-07-12,yfinance_fast_info
SCHAND,35272192,2026-07-12,yfinance_fast_info
SCHNEIDER,239104035,2026-07-12,yfinance_fast_info
SCI,465799010,2026-07-12,yfinance_fast_info
SCILAL,465799010,2026-07-12,yfinance_fast_info
SCODATUBES,59908900,2026-07-12,yfinance_fast_info
SCPL,10500000,2026-07-12,yfinance_fast_info
SDBL,207901312,2026-07-12,yfinance_fast_info
SEAMECLTD,25514016,2026-07-12,yfinance_fast_info
SECMARK,10960848,2026-07-12,yfinance_fast_info
SECURKLOUD,33410605,2026-07-12,yfinance_fast_info
SEDEMAC,44167500,2026-07-12,yfinance_fast_info
SELMC,33179236,2026-07-12,yfinance_fast_info
SENCO,163838649,2026-07-12,yfinance_fast_info
SENORES,46053588,2026-07-12,yfinance_fast_info
SEPC,1945513391,2026-07-12,yfinance_fast_info
SERVOTECH,225845000,2026-07-12,yfinance_fast_info
SESHAPAPER,63068140,2026-07-12,yfinance_fast_info
SETL,20898000,2026-07-12,yfinance_fast_info
SFL,109203314,2026-07-12,yfinance_fast_info
SGFIN,65895000,2026-07-12,yfinance_fast_info
SGIL,15535000,2026-07-12,yfinance_fast_info
SGL,28349343,2026-07-12,yfinance_fast_info
SGMART,126035200,2026-07-12,yfinance_fast_info
SHADOWFAX,585184820,2026-07-12,yfinance_fast_info
SHAH,982374228,2026-07-12,yfinance_fast_info
SHAHALLOYS,19797540,2026-07-12,yfinance_fast_info
SHAILY,45995248,2026-07-12,yfinance_fast_info
SHAKTIPUMP,123397965,2026-07-12,yfinance_fast_info
SHALBY,107298755,2026-07-12,yfinance_fast_info
SHALPAINTS,83711178,2026-07-12,yfinance_fast_info
SHANKARA,24249326,2026-07-12,yfinance_fast_info
SHANTI,11106000,2026-07-12,yfinance_fast_info
SHANTIGEAR,76740309,2026-07-12,yfinance_fast_info
SHANTIGOLD,72096000,2026-07-12,yfinance_fast_info
SHARDACROP,90220495,2026-07-12,yfinance_fast_info
SHARDAMOTR,57407736,2026-07-12,yfinance_fast_info
SHAREINDIA,218825530,2026-07-12,yfinance_fast_info
SHILCTECH,11440200,2026-07-12,yfinance_fast_info
SHILPAMED,195581816,2026-07-12,yfinance_fast_info
SHIVATEX,13739152,2026-07-12,yfinance_fast_info
SHIVAUM,13600400,2026-07-12,yfinance_fast_info
SHK,138420801,2026-07-12,yfinance_fast_info
SHOPERSTOP,110124746,2026-07-12,yfinance_fast_info
SHRADHA,58635418,2026-07-12,yfinance_fast_info
SHREDIGCEM,147914278,2026-07-12,yfinance_fast_info
SHREECEM,36080748,2026-07-12,yfinance_fast_info
SHREEJISPG,162918254,2026-07-12,yfinance_fast_info
SHREEPUSHK,32337691,2026-07-12,yfinance_fast_info
SHREERAMA,133468005,2026-07-12,yfinance_fast_info
SHREYANIND,13824550,2026-07-12,yfinance_fast_info
SHRINGARMS,96432080,2026-07-12,yfinance_fast_info
SHRIPISTON,44049825,2026-07-12,yfinance_fast_info
SHRIRAMFIN,2352948439,2026-07-12,yfinance_fast_info
SHRIRAMPPS,170654392,2026-07-12,yfinance_fast_info
SHYAMMETL,278326554,2026-07-12,yfinance_fast_info
SICAGEN,39571684,2026-07-12,yfinance_fast_info
SICALLOG,79784870,2026-07-12,yfinance_fast_info
SIEMENS,356120505,2026-07-12,yfinance_fast_info
SIGIND,29437000,2026-07-12,yfinance_fast_info
SIGMA,102774980,2026-07-12,yfinance_fast_info
SIGMAADV,176239705,2026-07-12,yfinance_fast_info
SIGNATURE,140686026,2026-07-12,yfinance_fast_info
SIGNPOST,53450000,2026-07-12,yfinance_fast_info
SIKKO,436800000,2026-07-12,yfinance_fast_info
SIL,64328941,2026-07-12,yfinance_fast_info
SILGO,26166746,2026-07-12,yfinance_fast_info
SILINV,10595860,2026-07-12,yfinance_fast_info
SILLYMONKS,10211300,2026-07-12,yfinance_fast_info
SILVERTUC,126810000,2026-07-12,yfinance_fast_info
SIMPLEXINF,79095346,2026-07-12,yfinance_fast_info
SINCLAIR,51260000,2026-07-12,yfinance_fast_info
SINDHUTRAD,1541928780,2026-07-12,yfinance_fast_info
SINTERCOM,27527823,2026-07-12,yfinance_fast_info
SIRCA,56932842,2026-07-12,yfinance_fast_info
SIS,141300750,2026-07-12,yfinance_fast_info
SIYSIL,45370088,2026-07-12,yfinance_fast_info
SJS,32005154,2026-07-12,yfinance_fast_info
SJVN,3929795175,2026-07-12,yfinance_fast_info
SKFINDIA,49437963,2026-07-12,yfinance_fast_info
SKFINDUS,49437963,2026-07-12,yfinance_fast_info
SKIPPER,112904035,2026-07-12,yfinance_fast_info
SKMEGGPROD,52725421,2026-07-12,yfinance_fast_info
SKYGOLD,154873884,2026-07-12,yfinance_fast_info
SMARTWORKS,114262076,2026-07-12,yfinance_fast_info
SMCGLOBAL,209400000,2026-07-12,yfinance_fast_info
SMLMAH,14471646,2026-07-12,yfinance_fast_info
SMLT,13689750,2026-07-12,yfinance_fast_info
SMSPHARMA,93652030,2026-07-12,yfinance_fast_info
SNOWMAN,167212843,2026-07-12,yfinance_fast_info
SOBHA,106953834,2026-07-12,yfinance_fast_info
SOLARA,48246012,2026-07-12,yfinance_fast_info
SOLARINDS,90490055,2026-07-12,yfinance_fast_info
SOLARWORLD,86672654,2026-07-12,yfinance_fast_info
SOLEX,10802489,2026-07-12,yfinance_fast_info
SOMANYCERA,41012806,2026-07-12,yfinance_fast_info
SOMATEX,33974177,2026-07-12,yfinance_fast_info
SOMICONVEY,12159368,2026-07-12,yfinance_fast_info
SONACOMS,622034837,2026-07-12,yfinance_fast_info
SONAMLTD,40032000,2026-07-12,yfinance_fast_info
SONATSOFTW,276794469,2026-07-12,yfinance_fast_info
SOTL,68560415,2026-07-12,yfinance_fast_info
SOUTHBANK,2618066063,2026-07-12,yfinance_fast_info
SOUTHWEST,29830011,2026-07-12,yfinance_fast_info
SPAL,25138883,2026-07-12,yfinance_fast_info
SPANDANA,88639506,2026-07-12,yfinance_fast_info
SPARC,324521588,2026-07-12,yfinance_fast_info
SPCENET,567736000,2026-07-12,yfinance_fast_info
SPECIALITY,48235657,2026-07-12,yfinance_fast_info
SPECTRUM,15713840,2026-07-12,yfinance_fast_info
SPENCERS,90012009,2026-07-12,yfinance_fast_info
SPIC,203640336,2026-07-12,yfinance_fast_info
SPLIL,29353979,2026-07-12,yfinance_fast_info
SPLPETRO,188041342,2026-07-12,yfinance_fast_info
SPMLINFRA,84149923,2026-07-12,yfinance_fast_info
SPORTKING,127270569,2026-07-12,yfinance_fast_info
SRD,63966780,2026-07-12,yfinance_fast_info
SREEL,23155012,2026-07-12,yfinance_fast_info
SRF,296406025,2026-07-12,yfinance_fast_info
SRGHFL,15707588,2026-07-12,yfinance_fast_info
SRHHYPOLTD,17164821,2026-07-12,yfinance_fast_info
SRM,22948529,2026-07-12,yfinance_fast_info
SRTL,39975000,2026-07-12,yfinance_fast_info
SSDL,39599800,2026-07-12,yfinance_fast_info
SSWL,157302145,2026-07-12,yfinance_fast_info
STALLION,116085738,2026-07-12,yfinance_fast_info
STANLEY,57125663,2026-07-12,yfinance_fast_info
STAR,92172715,2026-07-12,yfinance_fast_info
STARCEMENT,404180417,2026-07-12,yfinance_fast_info
STARHEALTH,588403502,2026-07-12,yfinance_fast_info
STARPAPER,15708350,2026-07-12,yfinance_fast_info
STARTECK,9910330,2026-07-12,yfinance_fast_info
STCINDIA,60000000,2026-07-12,yfinance_fast_info
STEELCAS,101200000,2026-07-12,yfinance_fast_info
STEELCITY,15107095,2026-07-12,yfinance_fast_info
STEELXIND,1275518412,2026-07-12,yfinance_fast_info
STEL,18455405,2026-07-12,yfinance_fast_info
STOVEKRAFT,33107321,2026-07-12,yfinance_fast_info
STUDDS,39353400,2026-07-12,yfinance_fast_info
STYL,161805826,2026-07-12,yfinance_fast_info
STYLAMIND,16958736,2026-07-12,yfinance_fast_info
STYRENIX,17596304,2026-07-12,yfinance_fast_info
SUBROS,65235750,2026-07-12,yfinance_fast_info
SUDARCOLOR,23081798,2026-07-12,yfinance_fast_info
SUDARSCHEM,79607576,2026-07-12,yfinance_fast_info
SUDEEPPHRM,112948625,2026-07-12,yfinance_fast_info
SUKHJITS,31244000,2026-07-12,yfinance_fast_info
SULA,84447229,2026-07-12,yfinance_fast_info
SUMEETINDS,611085037,2026-07-12,yfinance_fast_info
SUMICHEM,499145736,2026-07-12,yfinance_fast_info
SUMMITSEC,10946802,2026-07-12,yfinance_fast_info
SUNCLAY,22046162,2026-07-12,yfinance_fast_info
SUNDARAM,473877773,2026-07-12,yfinance_fast_info
SUNDARMFIN,110217571,2026-07-12,yfinance_fast_info
SUNDRMFAST,210128371,2026-07-12,yfinance_fast_info
SUNDROP,37696853,2026-07-12,yfinance_fast_info
SUNFLAG,180219448,2026-07-12,yfinance_fast_info
SUNPHARMA,2399334970,2026-07-12,yfinance_fast_info
SUNTECK,146842025,2026-07-12,yfinance_fast_info
SUNTV,394084620,2026-07-12,yfinance_fast_info
SUPERHOUSE,11025000,2026-07-12,yfinance_fast_info
SUPRAJIT,137179346,2026-07-12,yfinance_fast_info
SUPREME,38802562,2026-07-12,yfinance_fast_info
SUPREMEIND,127081790,2026-07-12,yfinance_fast_info
SUPREMEINF,97502760,2026-07-12,yfinance_fast_info
SUPRIYA,80482800,2026-07-12,yfinance_fast_info
SURAJEST,47945921,2026-07-12,yfinance_fast_info
SURAJLTD,18364100,2026-07-12,yfinance_fast_info
SURAKSHA,52080758,2026-07-12,yfinance_fast_info
SURANASOL,49206600,2026-07-12,yfinance_fast_info
SURANAT&P,135759963,2026-07-12,yfinance_fast_info
SURYALAXMI,18805290,2026-07-12,yfinance_fast_info
SURYAROSNI,217612096,2026-07-12,yfinance_fast_info
SURYODAY,106289824,2026-07-12,yfinance_fast_info
SUVEN,282562686,2026-07-12,yfinance_fast_info
SUVIDHAA,212778457,2026-07-12,yfinance_fast_info
SUYOG,11717120,2026-07-12,yfinance_fast_info
SUZLON,13743958475,2026-07-12,yfinance_fast_info
SWANCORP,313456886,2026-07-12,yfinance_fast_info
SWARAJENG,12149865,2026-07-12,yfinance_fast_info
SWELECTES,15536238,2026-07-12,yfinance_fast_info
SWIGGY,2606054682,2026-07-12,yfinance_fast_info
SWSOLAR,233541391,2026-07-12,yfinance_fast_info
SYMPHONY,68671400,2026-07-12,yfinance_fast_info
SYNCOMF,940000000,2026-07-12,yfinance_fast_info
SYNGENE,401773431,2026-07-12,yfinance_fast_info
SYRMA,192624977,2026-07-12,yfinance_fast_info
TAINWALCHM,9363863,2026-07-12,yfinance_fast_info
TAJGVK,62701495,2026-07-12,yfinance_fast_info
TALBROAUTO,61728150,2026-07-12,yfinance_fast_info
TANLA,132173589,2026-07-12,yfinance_fast_info
TARACHAND,78824900,2026-07-12,yfinance_fast_info
TARAPUR,19500011,2026-07-12,yfinance_fast_info
TARC,295096335,2026-07-12,yfinance_fast_info
TARIL,300165834,2026-07-12,yfinance_fast_info
TARMAT,25064255,2026-07-12,yfinance_fast_info
TARSONS,53206281,2026-07-12,yfinance_fast_info
TASTYBITE,2566000,2026-07-12,yfinance_fast_info
TATACAP,4216692746,2026-07-12,yfinance_fast_info
TATACHEM,254756278,2026-07-12,yfinance_fast_info
TATACOMM,285016749,2026-07-12,yfinance_fast_info
TATACONSUM,989651958,2026-07-12,yfinance_fast_info
TATAELXSI,62299561,2026-07-12,yfinance_fast_info
TATAINVEST,505952960,2026-07-12,yfinance_fast_info
TATAPOWER,3195339547,2026-07-12,yfinance_fast_info
TATASTEEL,12471847612,2026-07-12,yfinance_fast_info
TATATECH,406051830,2026-07-12,yfinance_fast_info
TATVA,23392055,2026-07-12,yfinance_fast_info
TBOTEK,106783982,2026-07-12,yfinance_fast_info
TBZ,66730620,2026-07-12,yfinance_fast_info
TCI,76831142,2026-07-12,yfinance_fast_info
TCIEXP,38418990,2026-07-12,yfinance_fast_info
TCPLPACK,9080905,2026-07-12,yfinance_fast_info
TCS,3618087518,2026-07-12,yfinance_fast_info
TDPOWERSYS,156228430,2026-07-12,yfinance_fast_info
TEAMGTY,8993149,2026-07-12,yfinance_fast_info
TEAMLEASE,16764068,2026-07-12,yfinance_fast_info
TECHM,885822329,2026-07-12,yfinance_fast_info
TECHNOE,116299574,2026-07-12,yfinance_fast_info
TECILCHEM,18963770,2026-07-12,yfinance_fast_info
TEGA,75127698,2026-07-12,yfinance_fast_info
TEJASNET,177615740,2026-07-12,yfinance_fast_info
TEMBO,15467146,2026-07-12,yfinance_fast_info
TERASOFT,12511875,2026-07-12,yfinance_fast_info
TEXINFRA,127426590,2026-07-12,yfinance_fast_info
TEXMOPIPES,29195000,2026-07-12,yfinance_fast_info
TEXRAIL,406864572,2026-07-12,yfinance_fast_info
TFCILTD,462977240,2026-07-12,yfinance_fast_info
TFL,55116194,2026-07-12,yfinance_fast_info
TGBHOTELS,29286400,2026-07-12,yfinance_fast_info
THANGAMAYL,31082021,2026-07-12,yfinance_fast_info
THEINVEST,52242217,2026-07-12,yfinance_fast_info
THEJO,10845915,2026-07-12,yfinance_fast_info
THELEELA,333957878,2026-07-12,yfinance_fast_info
THEMISMED,92883618,2026-07-12,yfinance_fast_info
THERMAX,112648671,2026-07-12,yfinance_fast_info
THOMASCOOK,472523991,2026-07-12,yfinance_fast_info
THOMASCOTT,14670380,2026-07-12,yfinance_fast_info
THYROCARE,159161691,2026-07-12,yfinance_fast_info
TI,247170825,2026-07-12,yfinance_fast_info
TICL,155000000,2026-07-12,yfinance_fast_info
TIIL,22672798,2026-07-12,yfinance_fast_info
TIINDIA,193568319,2026-07-12,yfinance_fast_info
TIJARIA,29015176,2026-07-12,yfinance_fast_info
TIL,79420876,2026-07-12,yfinance_fast_info
TIMETECHNO,493635379,2026-07-12,yfinance_fast_info
TIMEX,100950000,2026-07-12,yfinance_fast_info
TIMKEN,75218734,2026-07-12,yfinance_fast_info
TINNARUBR,18015757,2026-07-12,yfinance_fast_info
TIPSFILMS,4322886,2026-07-12,yfinance_fast_info
TIPSMUSIC,127831590,2026-07-12,yfinance_fast_info
TIRUMALCHM,120552774,2026-07-12,yfinance_fast_info
TIRUPATIFL,118523089,2026-07-12,yfinance_fast_info
TITAGARH,134673768,2026-07-12,yfinance_fast_info
TITAN,887045260,2026-07-12,yfinance_fast_info
TMB,158351454,2026-07-12,yfinance_fast_info
TMCV,3682488958,2026-07-12,yfinance_fast_info
TMPV,3682582902,2026-07-12,yfinance_fast_info
TNPETRO,89971474,2026-07-12,yfinance_fast_info
TNPL,69210600,2026-07-12,yfinance_fast_info
TNTELE,45681000,2026-07-12,yfinance_fast_info
TOLINS,39508831,2026-07-12,yfinance_fast_info
TORNTPHARM,338445440,2026-07-12,yfinance_fast_info
TORNTPOWER,503903543,2026-07-12,yfinance_fast_info
TOTAL,16126974,2026-07-12,yfinance_fast_info
TOUCHWOOD,11081246,2026-07-12,yfinance_fast_info
TPHQ,1096219600,2026-07-12,yfinance_fast_info
TPLPLASTEH,78003000,2026-07-12,yfinance_fast_info
TRACXN,106918589,2026-07-12,yfinance_fast_info
TRANSPEK,5585569,2026-07-12,yfinance_fast_info
TRANSRAILL,134256025,2026-07-12,yfinance_fast_info
TRAVELFOOD,131679484,2026-07-12,yfinance_fast_info
TREEHOUSE,42310724,2026-07-12,yfinance_fast_info
TREJHARA,24116754,2026-07-12,yfinance_fast_info
TREL,245695524,2026-07-12,yfinance_fast_info
TRENT,533232301,2026-07-12,yfinance_fast_info
TRF,11004412,2026-07-12,yfinance_fast_info
TRIDENT,5095584070,2026-07-12,yfinance_fast_info
TRIGYN,30785736,2026-07-12,yfinance_fast_info
TRITURBINE,317894979,2026-07-12,yfinance_fast_info
TRIVENI,220363016,2026-07-12,yfinance_fast_info
TRU,118861871,2026-07-12,yfinance_fast_info
TRUALT,85752591,2026-07-12,yfinance_fast_info
TSFINV,220691839,2026-07-12,yfinance_fast_info
TTKHLTCARE,14130333,2026-07-12,yfinance_fast_info
TTKPRESTIG,136950984,2026-07-12,yfinance_fast_info
TTL,258310944,2026-07-12,yfinance_fast_info
TTML,1954927727,2026-07-12,yfinance_fast_info
TVSELECT,18820065,2026-07-12,yfinance_fast_info
TVSHLTD,20232104,2026-07-12,yfinance_fast_info
TVSMOTOR,475226252,2026-07-12,yfinance_fast_info
TVSSCS,441180027,2026-07-12,yfinance_fast_info
TVSSRICHAK,7657050,2026-07-12,yfinance_fast_info
TVTODAY,59668615,2026-07-12,yfinance_fast_info
TVVISION,38744500,2026-07-12,yfinance_fast_info
UBL,264405149,2026-07-12,yfinance_fast_info
UCAL,22113625,2026-07-12,yfinance_fast_info
UCOBANK,12539558979,2026-07-12,yfinance_fast_info
UDS,67535713,2026-07-12,yfinance_fast_info
UEL,133397814,2026-07-12,yfinance_fast_info
UFBL,39086387,2026-07-12,yfinance_fast_info
UFLEX,72211486,2026-07-12,yfinance_fast_info
UFO,38824757,2026-07-12,yfinance_fast_info
UGARSUGAR,112500000,2026-07-12,yfinance_fast_info
UGROCAP,152815503,2026-07-12,yfinance_fast_info
UJJIVANSFB,1945828504,2026-07-12,yfinance_fast_info
ULTRACEMCO,294169635,2026-07-12,yfinance_fast_info
ULTRAMAR,29200000,2026-07-12,yfinance_fast_info
UMESLTD,26730911,2026-07-12,yfinance_fast_info
UNICHEMLAB,70405750,2026-07-12,yfinance_fast_info
UNIECOM,112379173,2026-07-12,yfinance_fast_info
UNIENTER,69545849,2026-07-12,yfinance_fast_info
UNIMECH,50856883,2026-07-12,yfinance_fast_info
UNIONBANK,7633605607,2026-07-12,yfinance_fast_info
UNIPARTS,45101163,2026-07-12,yfinance_fast_info
UNITDSPR,727401235,2026-07-12,yfinance_fast_info
UNITECH,2616301047,2026-07-12,yfinance_fast_info
UNITEDTEA,4996566,2026-07-12,yfinance_fast_info
UNIVCABLES,34695381,2026-07-12,yfinance_fast_info
UNOMINDA,577467206,2026-07-12,yfinance_fast_info
UPL,845284163,2026-07-12,yfinance_fast_info
URBANCO,1462180603,2026-07-12,yfinance_fast_info
URJA,557206000,2026-07-12,yfinance_fast_info
USHAMART,304400280,2026-07-12,yfinance_fast_info
USK,55357142,2026-07-12,yfinance_fast_info
UTIAMC,128534565,2026-07-12,yfinance_fast_info
UTKARSHBNK,1779523684,2026-07-12,yfinance_fast_info
UTLSOLAR,306901762,2026-07-12,yfinance_fast_info
UTTAMSUGAR,38138120,2026-07-12,yfinance_fast_info
UYFINCORP,190238329,2026-07-12,yfinance_fast_info
V2RETAIL,364637550,2026-07-12,yfinance_fast_info
VADILALIND,7187830,2026-07-12,yfinance_fast_info
VAIBHAVGBL,167285085,2026-07-12,yfinance_fast_info
VAKRANGEE,1083191807,2026-07-12,yfinance_fast_info
VAML,3904155728,2026-07-12,yfinance_fast_info
VARDMNPOLY,483019004,2026-07-12,yfinance_fast_info
VARROC,152799335,2026-07-12,yfinance_fast_info
VASWANI,32998624,2026-07-12,yfinance_fast_info
VBL,3382464894,2026-07-12,yfinance_fast_info
VCL,183752220,2026-07-12,yfinance_fast_info
VEDL,3904801732,2026-07-12,yfinance_fast_info
VEDPOWER,3904155728,2026-07-12,yfinance_fast_info
VEEDOL,16994860,2026-07-12,yfinance_fast_info
VENKEYS,14087336,2026-07-12,yfinance_fast_info
VENTIVE,233541609,2026-07-12,yfinance_fast_info
VENUSPIPES,20716110,2026-07-12,yfinance_fast_info
VERANDA,96320725,2026-07-12,yfinance_fast_info
VESUVIUS,202960800,2026-07-12,yfinance_fast_info
VGL,51528678,2026-07-12,yfinance_fast_info
VGUARD,436803816,2026-07-12,yfinance_fast_info
VHL,3191536,2026-07-12,yfinance_fast_info
VIDHIING,49945000,2026-07-12,yfinance_fast_info
VIDYAWIRES,212692307,2026-07-12,yfinance_fast_info
VIJAYA,102896728,2026-07-12,yfinance_fast_info
VIKASECO,1388356024,2026-07-12,yfinance_fast_info
VIKASLIFE,1857668560,2026-07-12,yfinance_fast_info
VIKRAMSOLR,362354381,2026-07-12,yfinance_fast_info
VIKRAN,257911026,2026-07-12,yfinance_fast_info
VIMTALABS,44686904,2026-07-12,yfinance_fast_info
VINATIORGA,103740649,2026-07-12,yfinance_fast_info
VINCOFE,145688409,2026-07-12,yfinance_fast_info
VINDHYATEL,11850863,2026-07-12,yfinance_fast_info
VINNY,465246622,2026-07-12,yfinance_fast_info
VINYLINDIA,18337111,2026-07-12,yfinance_fast_info
VIPIND,142053696,2026-07-12,yfinance_fast_info
VIRINCHI,112707372,2026-07-12,yfinance_fast_info
VISAKAIND,86404760,2026-07-12,yfinance_fast_info
VISHNU,67315284,2026-07-12,yfinance_fast_info
VISHWARAJ,217827700,2026-07-12,yfinance_fast_info
VISL,3910388057,2026-07-12,yfinance_fast_info
VIVIDHA,292700534,2026-07-12,yfinance_fast_info
VIYASH,436463227,2026-07-12,yfinance_fast_info
VLSFINANCE,31378663,2026-07-12,yfinance_fast_info
VMART,79548002,2026-07-12,yfinance_fast_info
VMM,4684308639,2026-07-12,yfinance_fast_info
VOGL,3904155728,2026-07-12,yfinance_fast_info
VOLTAMP,10117120,2026-07-12,yfinance_fast_info
VOLTAS,330884740,2026-07-12,yfinance_fast_info
VRAJ,32982620,2026-07-12,yfinance_fast_info
VRLLOG,174936990,2026-07-12,yfinance_fast_info
VSSL,96685678,2026-07-12,yfinance_fast_info
VSTIND,169543660,2026-07-12,yfinance_fast_info
VSTL,18962443,2026-07-12,yfinance_fast_info
VSTTILLERS,8652754,2026-07-12,yfinance_fast_info
VTL,289281800,2026-07-12,yfinance_fast_info
WAAREEENER,287651335,2026-07-12,yfinance_fast_info
WAAREEINDO,41603691,2026-07-12,yfinance_fast_info
WAAREERTL,104345792,2026-07-12,yfinance_fast_info
WABAG,62417456,2026-07-12,yfinance_fast_info
WAKEFIT,331331698,2026-07-12,yfinance_fast_info
WALCHANNAG,67910258,2026-07-12,yfinance_fast_info
WANBURY,34939398,2026-07-12,yfinance_fast_info
WCIL,101955213,2026-07-12,yfinance_fast_info
WEALTH,10655000,2026-07-12,yfinance_fast_info
WEBELSOLAR,434163470,2026-07-12,yfinance_fast_info
WEIZMANIND,15493852,2026-07-12,yfinance_fast_info
WEL,134008000,2026-07-12,yfinance_fast_info
WELCORP,263703928,2026-07-12,yfinance_fast_info
WELENT,135613810,2026-07-12,yfinance_fast_info
WELSPUNLIV,941445014,2026-07-12,yfinance_fast_info
WENDT,2000000,2026-07-12,yfinance_fast_info
WESTLIFE,155215762,2026-07-12,yfinance_fast_info
WEWORK,138590252,2026-07-12,yfinance_fast_info
WHEELS,24433012,2026-07-12,yfinance_fast_info
WHIRLPOOL,126920341,2026-07-12,yfinance_fast_info
WILLAMAGOR,10956360,2026-07-12,yfinance_fast_info
WINDLAS,20636229,2026-07-12,yfinance_fast_info
WINDMACHIN,103459417,2026-07-12,yfinance_fast_info
WIPL,8487340,2026-07-12,yfinance_fast_info
WIPRO,9891978167,2026-07-12,yfinance_fast_info
WOCKPHARMA,162492169,2026-07-12,yfinance_fast_info
WONDERLA,63422766,2026-07-12,yfinance_fast_info
WORTHPERI,15751000,2026-07-12,yfinance_fast_info
WSI,75895318,2026-07-12,yfinance_fast_info
WSTCSTPAPR,66048908,2026-07-12,yfinance_fast_info
XCHANGING,111403716,2026-07-12,yfinance_fast_info
XELPMOC,14799493,2026-07-12,yfinance_fast_info
XPROINDIA,23470391,2026-07-12,yfinance_fast_info
XTGLOBAL,134123705,2026-07-12,yfinance_fast_info
YASHO,12075505,2026-07-12,yfinance_fast_info
YATHARTH,96354357,2026-07-12,yfinance_fast_info
YATRA,156916193,2026-07-12,yfinance_fast_info
YESBANK,31386762229,2026-07-12,yfinance_fast_info
YUKEN,13584000,2026-07-12,yfinance_fast_info
ZAGGLE,134717159,2026-07-12,yfinance_fast_info
ZEEL,960519420,2026-07-12,yfinance_fast_info
ZEEMEDIA,655428680,2026-07-12,yfinance_fast_info
ZENITHEXPO,5396250,2026-07-12,yfinance_fast_info
ZENITHSTL,142280448,2026-07-12,yfinance_fast_info
ZENSARTECH,226752635,2026-07-12,yfinance_fast_info
ZENTEC,89938096,2026-07-12,yfinance_fast_info
ZFCVINDIA,113805504,2026-07-12,yfinance_fast_info
ZFSTEERING,9073300,2026-07-12,yfinance_fast_info
ZODIACLOTH,27458131,2026-07-12,yfinance_fast_info
ZOTA,30332656,2026-07-12,yfinance_fast_info
ZUARI,42058006,2026-07-12,yfinance_fast_info
ZUARIIND,29781184,2026-07-12,yfinance_fast_info
ZYDUSLIFE,997503832,2026-07-12,yfinance_fast_info
ZYDUSWELL,318157280,2026-07-12,yfinance_fast_info
